sensor_id,timestamp,temperature,vibration
TURBINE-5,1771005767,611.05,24.61
TURBINE-4,1771005767,848.3,22.16
TURBINE-4,1771005768,675.5,10.74
TURBINE-1,1771005768,943.25,59.58
TURBINE-2,1771005769,686.44,22.84
TURBINE-4,1771005769,921.11,60.14
TURBINE-2,1771005770,746.76,18.37
TURBINE-5,1771005770,621.54,21.51
TURBINE-3,1771005771,1011.46,57.23
TURBINE-1,1771005771,665.06,18.43
TURBINE-1,1771005772,696.21,22.44
TURBINE-1,1771005772,1032.06,63.01
TURBINE-4,1771005773,691.26,12.06
TURBINE-1,1771005773,798.77,10.72
TURBINE-5,1771005774,619.93,10.91
TURBINE-2,1771005774,663.73,22.9
TURBINE-2,1771005775,724.46,17.93
TURBINE-2,1771005775,607.77,27.48
TURBINE-5,1771005776,787.42,22.19
TURBINE-4,1771005776,780.9,21.41
TURBINE-1,1771005777,1021.57,74.18
TURBINE-3,1771005777,645.06,28.89
TURBINE-1,1771005778,1028.24,57.52
TURBINE-2,1771005778,827.17,12.61
TURBINE-1,1771005779,959.3,69.25
TURBINE-2,1771005779,737.79,15.88
TURBINE-4,1771005780,1171.53,64.09
TURBINE-1,1771005780,617.78,18.14
TURBINE-5,1771005781,738.22,17.26
TURBINE-3,1771005781,804.65,16.82
TURBINE-5,1771005782,829.97,14.22
TURBINE-1,1771005782,628.92,16.6
TURBINE-4,1771005783,600.3,25.17
TURBINE-1,1771005783,646.43,10.76
TURBINE-2,1771005784,798.15,24.9
TURBINE-4,1771005784,749.65,17.57
TURBINE-3,1771005785,616.71,10.58
TURBINE-4,1771005785,698.83,20.9
TURBINE-2,1771005786,728.82,27.81
TURBINE-1,1771005787,830.38,17.56
TURBINE-2,1771005787,730.74,14.97
TURBINE-2,1771005788,1098.42,55.06
TURBINE-3,1771005788,810.76,22.99
TURBINE-4,1771005789,779.13,26.82
TURBINE-2,1771005789,615.34,13.75
TURBINE-1,1771005790,835.57,25.02
TURBINE-5,1771005790,1048.03,60.33
TURBINE-2,1771005791,773.68,14.99
TURBINE-4,1771005791,765.92,19.16
TURBINE-3,1771005792,649.98,18.44
TURBINE-5,1771005792,605.11,16.41
TURBINE-1,1771005793,694.3,19.03
TURBINE-5,1771005793,615.47,18.92
TURBINE-2,1771005794,1137.73,77.13
TURBINE-2,1771005794,808.88,28.25
TURBINE-4,1771005795,607.23,26.81
TURBINE-2,1771005795,838.39,24.5
TURBINE-4,1771005796,777.84,29.15
TURBINE-1,1771005796,776.05,14.63
TURBINE-4,1771005797,778.2,17.51
TURBINE-3,1771005797,1105.14,70.86
TURBINE-4,1771005798,766.42,25.87
TURBINE-5,1771005798,804.72,25.39
TURBINE-2,1771005799,829.78,28.55
TURBINE-5,1771005799,673.08,23.18
TURBINE-1,1771005800,621.05,24.54
TURBINE-2,1771005800,653.79,21.71
TURBINE-5,1771005801,797.43,21.92
TURBINE-2,1771005801,681.45,25.01
TURBINE-5,1771005802,672.1,18.47
TURBINE-4,1771005802,1127.41,65.87
TURBINE-4,1771005803,663.35,19.22
TURBINE-1,1771005803,772.12,14.9
TURBINE-2,1771005804,790.73,27.6
TURBINE-5,1771005804,790.14,22.52
TURBINE-1,1771005805,756.5,27.87
TURBINE-1,1771005805,707.09,20.29
TURBINE-1,1771005806,685.67,11.81
TURBINE-1,1771005806,724.34,19.2
TURBINE-4,1771005807,693.19,15.84
TURBINE-5,1771005807,729.18,19.7
TURBINE-4,1771005808,605.23,21.42
TURBINE-4,1771005808,644.83,27.23
TURBINE-4,1771005809,660.57,21.64
TURBINE-1,1771005809,660.78,17.25
TURBINE-4,1771005810,675.13,20.51
TURBINE-2,1771005810,655.39,29.24
TURBINE-5,1771005811,700.56,14.06
TURBINE-1,1771005811,1010.37,73.46
TURBINE-3,1771005812,772.52,28.09
TURBINE-5,1771005812,689.82,23.95
TURBINE-5,1771005813,826.72,13.7
TURBINE-4,1771005813,717.22,24.14
TURBINE-4,1771005814,1105.9,50.41
TURBINE-5,1771005814,672.7,21.47
TURBINE-1,1771005815,702.91,16.76
TURBINE-5,1771005815,629.01,27.46
TURBINE-2,1771005816,631.14,15.83
TURBINE-3,1771005816,674.57,23.01
TURBINE-3,1771005817,716.03,25.49
TURBINE-5,1771005817,805.01,14.86
TURBINE-4,1771005818,627.54,28.57
TURBINE-2,1771005818,822.52,27.17
TURBINE-2,1771005819,721.78,20.5
TURBINE-5,1771005819,696.42,29.94
TURBINE-3,1771005820,911.74,62.36
TURBINE-5,1771005820,721.24,14.98
TURBINE-1,1771005821,730.31,17.23
TURBINE-2,1771005821,841.78,25.42
TURBINE-1,1771005822,767.85,18.49
TURBINE-4,1771005822,819.31,24.93
TURBINE-5,1771005823,623.04,11.61
TURBINE-4,1771005823,730.43,23.91
TURBINE-4,1771005824,728.86,19.53
TURBINE-2,1771005824,1133.82,59.47
TURBINE-2,1771005825,769.32,19.77
TURBINE-1,1771005825,606.99,28.64
TURBINE-5,1771005826,825.23,21.14
TURBINE-5,1771005826,791.95,24.08
TURBINE-3,1771005827,990.14,64.09
TURBINE-3,1771005827,789.4,27.33
TURBINE-3,1771005828,613.19,27.0
TURBINE-1,1771005828,609.68,18.55
TURBINE-1,1771005829,849.25,24.41
TURBINE-3,1771005829,772.96,12.81
TURBINE-1,1771005830,624.75,26.17
TURBINE-4,1771005830,728.43,16.36
TURBINE-3,1771005831,786.03,25.58
TURBINE-5,1771005831,602.63,20.32
TURBINE-2,1771005832,756.77,12.26
TURBINE-5,1771005832,1081.43,68.76
TURBINE-3,1771005833,778.72,29.7
TURBINE-4,1771005833,737.21,22.45
TURBINE-5,1771005834,761.42,21.18
TURBINE-3,1771005834,1033.98,64.08
TURBINE-4,1771005835,656.89,29.14
TURBINE-1,1771005835,828.03,29.28
TURBINE-2,1771005836,656.48,15.88
TURBINE-2,1771005836,784.87,27.65
TURBINE-5,1771005837,635.63,26.9
TURBINE-5,1771005837,664.66,15.21
TURBINE-3,1771005838,1010.73,52.98
TURBINE-1,1771005839,750.83,29.08
TURBINE-3,1771005839,843.05,21.63
TURBINE-3,1771005840,812.85,10.83
TURBINE-2,1771005840,786.96,11.79
TURBINE-4,1771005841,724.92,17.71
TURBINE-4,1771005841,650.46,21.3
TURBINE-4,1771005842,793.12,16.62
TURBINE-3,1771005842,648.04,27.63
TURBINE-1,1771005843,782.67,27.36
TURBINE-4,1771005843,662.2,29.72
TURBINE-2,1771005844,742.31,27.49
TURBINE-3,1771005844,691.45,14.82
TURBINE-1,1771005845,707.9,11.76
TURBINE-2,1771005845,922.34,57.0
TURBINE-2,1771005846,601.15,22.4
TURBINE-3,1771005846,731.81,26.99
TURBINE-4,1771005847,675.24,10.98
TURBINE-1,1771005847,989.3,71.44
TURBINE-1,1771005848,793.89,14.8
TURBINE-4,1771005848,637.1,20.75
TURBINE-1,1771005849,674.95,23.37
TURBINE-2,1771005849,917.23,52.57
TURBINE-3,1771005850,1181.44,57.74
TURBINE-3,1771005850,663.21,14.24
TURBINE-1,1771005851,726.55,10.08
TURBINE-1,1771005851,725.32,17.29
TURBINE-2,1771005852,747.44,10.05
TURBINE-1,1771005852,765.49,10.81
TURBINE-2,1771005853,651.61,25.32
TURBINE-3,1771005853,626.01,12.72
TURBINE-1,1771005854,767.61,16.47
TURBINE-5,1771005854,1165.44,58.69
TURBINE-3,1771005855,803.35,29.33
TURBINE-1,1771005855,773.41,23.33
TURBINE-2,1771005856,762.54,22.16
TURBINE-5,1771005856,765.68,26.35
TURBINE-4,1771005857,720.97,29.2
TURBINE-4,1771005857,840.5,27.33
TURBINE-3,1771005858,688.92,18.66
TURBINE-1,1771005858,708.71,17.56
TURBINE-3,1771005859,606.74,14.2
TURBINE-2,1771005859,918.32,55.93
TURBINE-2,1771005860,618.28,14.52
TURBINE-3,1771005860,801.47,25.98
TURBINE-3,1771005861,795.55,18.86
TURBINE-3,1771005861,827.24,20.95
TURBINE-1,1771005862,935.1,74.28
TURBINE-2,1771005862,673.76,25.37
TURBINE-5,1771005863,686.71,14.33
TURBINE-5,1771005863,818.13,26.86
TURBINE-3,1771005864,774.76,24.91
TURBINE-2,1771005864,609.64,24.03
TURBINE-3,1771005865,610.58,28.17
TURBINE-5,1771005866,848.26,24.44
TURBINE-2,1771005866,716.85,21.1
TURBINE-1,1771005867,603.19,11.97
TURBINE-5,1771005867,1161.63,79.62
TURBINE-3,1771005868,762.83,29.43
TURBINE-3,1771005868,755.19,27.69
TURBINE-4,1771005869,694.31,13.28
TURBINE-5,1771005869,772.57,16.01
TURBINE-3,1771005870,698.95,18.25
TURBINE-4,1771005870,998.91,66.1
TURBINE-3,1771005871,788.17,22.43
TURBINE-4,1771005871,756.19,11.94
TURBINE-3,1771005872,648.09,12.26
TURBINE-1,1771005872,833.04,25.04
TURBINE-3,1771005873,679.65,19.82
TURBINE-5,1771005873,612.12,14.8
TURBINE-3,1771005874,678.71,28.38
TURBINE-3,1771005874,834.31,16.62
TURBINE-2,1771005875,717.15,18.32
TURBINE-5,1771005875,675.72,26.08
TURBINE-4,1771005876,816.57,25.38
TURBINE-5,1771005876,661.55,23.36
TURBINE-5,1771005877,637.35,11.36
TURBINE-3,1771005877,684.05,18.17
TURBINE-5,1771005878,1100.66,71.58
TURBINE-1,1771005878,668.4,29.22
TURBINE-3,1771005879,810.6,20.49
TURBINE-1,1771005879,843.11,15.22
TURBINE-5,1771005880,791.04,22.88
TURBINE-5,1771005880,791.94,28.13
TURBINE-4,1771005881,1143.08,62.49
TURBINE-3,1771005881,1164.18,59.64
TURBINE-4,1771005882,651.21,20.76
TURBINE-5,1771005882,684.8,27.14
TURBINE-2,1771005883,601.48,10.4
TURBINE-3,1771005883,685.12,15.59
TURBINE-5,1771005884,1146.86,75.63
TURBINE-2,1771005884,704.0,14.23
TURBINE-2,1771005885,908.72,77.2
TURBINE-2,1771005885,911.86,79.62
TURBINE-1,1771005886,846.81,25.67
TURBINE-5,1771005886,822.06,17.1
TURBINE-5,1771005887,694.64,27.33
TURBINE-3,1771005887,1123.42,67.41
TURBINE-1,1771005888,780.46,24.41
TURBINE-3,1771005888,628.66,15.12
TURBINE-1,1771005889,763.12,18.68
TURBINE-3,1771005889,747.39,16.91
TURBINE-1,1771005890,746.46,23.64
TURBINE-3,1771005890,992.05,64.98
TURBINE-1,1771005891,816.66,18.85
TURBINE-2,1771005891,1160.69,67.04
TURBINE-4,1771005892,712.58,10.83
TURBINE-5,1771005892,630.46,12.26
TURBINE-1,1771005893,768.86,15.18
TURBINE-4,1771005893,790.9,29.94
TURBINE-1,1771005894,659.38,13.58
TURBINE-1,1771005894,622.04,29.87
TURBINE-5,1771005895,620.49,12.54
TURBINE-3,1771005895,653.14,25.62
TURBINE-4,1771005896,620.63,28.15
TURBINE-2,1771005896,978.66,61.32
TURBINE-3,1771005897,699.71,20.43
TURBINE-2,1771005897,664.86,10.08
TURBINE-4,1771005898,657.86,18.27
TURBINE-3,1771005898,1166.92,61.54
TURBINE-4,1771005899,798.53,25.97
TURBINE-4,1771005899,716.54,15.03
TURBINE-3,1771005900,713.14,20.13
TURBINE-4,1771005900,673.25,28.63
TURBINE-2,1771005901,668.03,15.12
TURBINE-5,1771005901,735.76,16.28
TURBINE-3,1771005902,751.56,19.99
TURBINE-2,1771005902,842.72,18.69
TURBINE-1,1771005903,725.4,12.92
TURBINE-5,1771005903,836.61,23.26
TURBINE-3,1771005904,696.16,25.53
TURBINE-2,1771005904,751.2,16.81
TURBINE-5,1771005905,794.42,26.92
TURBINE-5,1771005905,797.49,19.56
TURBINE-2,1771005906,642.63,12.82
TURBINE-1,1771005906,805.5,21.24
TURBINE-1,1771005907,1156.81,50.09
TURBINE-2,1771005907,714.25,25.23
TURBINE-2,1771005908,813.16,28.22
TURBINE-4,1771005908,848.14,22.93
TURBINE-5,1771005909,801.56,23.59
TURBINE-2,1771005909,681.8,27.91
TURBINE-3,1771005910,836.95,14.53
TURBINE-5,1771005910,1194.55,59.78
TURBINE-4,1771005911,622.14,22.71
TURBINE-3,1771005911,620.07,29.37
TURBINE-3,1771005912,798.15,18.34
TURBINE-3,1771005912,1079.22,50.04
TURBINE-3,1771005913,832.51,29.35
TURBINE-1,1771005913,822.75,10.53
TURBINE-5,1771005914,845.28,13.67
TURBINE-1,1771005914,830.66,20.72
TURBINE-3,1771005915,619.9,18.26
TURBINE-4,1771005915,626.19,20.72
TURBINE-1,1771005916,672.28,12.09
TURBINE-1,1771005916,674.62,16.97
TURBINE-5,1771005917,724.31,13.16
TURBINE-5,1771005917,1109.16,76.78
TURBINE-1,1771005918,797.0,20.44
TURBINE-4,1771005918,710.46,28.6
TURBINE-1,1771005919,1131.23,78.58
TURBINE-3,1771005919,1146.75,58.32
TURBINE-4,1771005920,1076.35,53.08
TURBINE-1,1771005920,779.45,11.51
TURBINE-4,1771005921,715.16,23.67
TURBINE-4,1771005922,1171.52,70.04
TURBINE-4,1771005922,842.92,14.76
TURBINE-5,1771005923,833.24,27.09
TURBINE-4,1771005923,604.6,20.05
TURBINE-4,1771005924,807.02,28.33
TURBINE-3,1771005924,706.74,15.94
TURBINE-3,1771005925,815.77,21.37
TURBINE-5,1771005925,769.56,13.98
TURBINE-2,1771005926,753.1,16.78
TURBINE-4,1771005926,767.64,28.34
TURBINE-5,1771005927,788.97,22.5
TURBINE-4,1771005927,624.86,24.01
TURBINE-3,1771005928,791.06,13.62
TURBINE-1,1771005928,602.08,24.34
TURBINE-1,1771005929,757.67,13.44
TURBINE-2,1771005929,1105.93,62.2
TURBINE-1,1771005930,761.86,25.24
TURBINE-1,1771005930,718.86,22.1
TURBINE-5,1771005931,768.91,17.92
TURBINE-4,1771005931,695.15,28.44
TURBINE-5,1771005932,684.96,25.91
TURBINE-1,1771005932,666.35,27.81
TURBINE-5,1771005933,661.44,29.26
TURBINE-2,1771005933,768.18,20.71
TURBINE-3,1771005934,601.28,21.08
TURBINE-1,1771005934,739.74,28.7
TURBINE-5,1771005935,625.41,12.09
TURBINE-2,1771005935,653.67,23.39
TURBINE-2,1771005936,770.34,15.06
TURBINE-5,1771005936,836.46,29.9
TURBINE-4,1771005937,672.77,27.39
TURBINE-2,1771005937,803.4,23.9
TURBINE-5,1771005938,695.1,24.93
TURBINE-5,1771005938,839.56,24.61
TURBINE-5,1771005939,1013.83,60.29
TURBINE-5,1771005939,614.49,27.06
TURBINE-5,1771005940,658.08,28.34
TURBINE-2,1771005940,763.41,17.28
TURBINE-2,1771005941,734.46,20.91
TURBINE-2,1771005941,813.21,28.69
TURBINE-4,1771005942,777.16,11.95
TURBINE-4,1771005942,611.76,26.85
TURBINE-3,1771005943,1005.94,64.41
TURBINE-5,1771005943,676.89,11.38
TURBINE-3,1771005944,602.1,18.4
TURBINE-1,1771005944,646.28,19.39
TURBINE-1,1771005945,664.67,26.32
TURBINE-1,1771005945,843.25,11.75
TURBINE-5,1771005946,601.09,25.34
TURBINE-3,1771005946,794.68,27.76
TURBINE-2,1771005947,716.88,16.02
TURBINE-1,1771005947,630.36,12.7
TURBINE-3,1771005948,775.34,11.42
TURBINE-4,1771005948,743.19,12.97
TURBINE-1,1771005949,684.86,17.84
TURBINE-3,1771005949,659.97,25.02
TURBINE-4,1771005950,755.06,13.13
TURBINE-5,1771005950,703.13,12.55
TURBINE-3,1771005951,835.19,20.39
TURBINE-4,1771005951,729.41,27.98
TURBINE-5,1771005952,612.46,14.21
TURBINE-5,1771005952,607.67,13.71
TURBINE-1,1771005953,691.52,19.29
TURBINE-2,1771005953,1063.13,79.0
TURBINE-3,1771005954,670.42,25.16
TURBINE-3,1771005954,672.73,29.09
TURBINE-2,1771005955,743.22,25.95
TURBINE-4,1771005955,670.34,12.78
TURBINE-4,1771005956,717.63,20.6
TURBINE-5,1771005956,770.25,23.43
TURBINE-4,1771005957,759.86,28.96
TURBINE-2,1771005957,633.46,14.88
TURBINE-5,1771005958,751.24,28.84
TURBINE-1,1771005958,752.08,19.61
TURBINE-5,1771005959,743.2,22.88
TURBINE-2,1771005959,607.66,29.34
TURBINE-5,1771005960,832.3,20.08
TURBINE-3,1771005960,901.62,61.07
TURBINE-1,1771005961,746.13,23.16
TURBINE-3,1771005961,702.83,19.58
TURBINE-3,1771005962,818.42,17.63
TURBINE-2,1771005962,692.93,11.88
TURBINE-2,1771005963,607.87,29.21
TURBINE-4,1771005963,1116.58,50.4
TURBINE-5,1771005964,780.87,28.89
TURBINE-2,1771005964,633.69,20.43
TURBINE-4,1771005965,646.3,29.17
TURBINE-3,1771005965,848.13,17.27
TURBINE-3,1771005966,684.33,24.85
TURBINE-1,1771005966,970.31,51.88
TURBINE-1,1771005967,781.19,20.51
TURBINE-2,1771005967,664.91,22.07
TURBINE-1,1771005968,786.77,25.4
TURBINE-5,1771005968,831.25,11.66
TURBINE-3,1771005969,695.83,23.55
TURBINE-4,1771005969,817.32,26.15
TURBINE-4,1771005970,686.9,12.57
TURBINE-4,1771005971,788.26,23.31
TURBINE-1,1771005971,610.11,11.35
TURBINE-3,1771005972,1046.18,74.09
TURBINE-5,1771005972,823.51,26.45
TURBINE-4,1771005973,644.31,25.85
TURBINE-1,1771005973,756.99,13.94
TURBINE-2,1771005974,705.04,15.15
TURBINE-3,1771005974,636.33,29.86
TURBINE-5,1771005975,621.49,26.1
TURBINE-1,1771005975,1032.67,68.42
TURBINE-5,1771005976,786.46,16.06
TURBINE-5,1771005976,681.52,19.35
TURBINE-1,1771005977,749.26,28.82
TURBINE-3,1771005977,626.13,12.47
TURBINE-1,1771005978,713.63,19.51
TURBINE-3,1771005978,666.44,28.29
TURBINE-2,1771005979,791.02,19.41
TURBINE-3,1771005979,741.96,13.73
TURBINE-5,1771005980,812.18,17.22
TURBINE-2,1771005980,766.24,21.47
TURBINE-2,1771005981,637.31,10.22
TURBINE-2,1771005981,663.15,18.04
TURBINE-3,1771005982,799.43,25.06
TURBINE-2,1771005982,669.52,16.64
TURBINE-4,1771005983,681.84,17.52
TURBINE-4,1771005983,696.01,10.54
TURBINE-2,1771005984,818.64,23.64
TURBINE-1,1771005984,672.69,26.64
TURBINE-4,1771005985,709.95,26.18
TURBINE-3,1771005985,731.76,29.23
TURBINE-4,1771005986,814.88,29.76
TURBINE-4,1771005986,662.66,10.27
TURBINE-3,1771005987,683.77,14.7
TURBINE-4,1771005987,920.16,72.57
TURBINE-5,1771005988,789.67,16.69
TURBINE-5,1771005988,748.62,27.6
TURBINE-3,1771005989,770.24,13.4
TURBINE-5,1771005989,835.16,14.8
TURBINE-4,1771005990,669.27,22.38
TURBINE-3,1771005990,623.57,16.21
TURBINE-3,1771005991,715.94,24.1
TURBINE-4,1771005991,906.85,76.33
TURBINE-3,1771005992,676.35,16.4
TURBINE-1,1771005992,819.0,10.31
TURBINE-4,1771005993,1099.49,52.93
TURBINE-5,1771005993,673.58,28.08
TURBINE-2,1771005994,670.1,28.55
TURBINE-5,1771005994,738.77,26.85
TURBINE-4,1771005995,739.56,26.22
TURBINE-4,1771005995,813.41,19.83
TURBINE-4,1771005996,688.2,11.09
TURBINE-1,1771005996,670.12,16.03
TURBINE-3,1771005997,674.42,15.55
TURBINE-1,1771005997,694.68,11.27
TURBINE-1,1771005998,824.2,28.43
TURBINE-1,1771005998,1114.25,62.64
TURBINE-3,1771005999,1120.76,63.66
TURBINE-4,1771005999,609.02,25.65
TURBINE-3,1771006000,797.22,20.77
TURBINE-5,1771006000,1136.99,68.41
TURBINE-3,1771006001,731.16,10.92
TURBINE-4,1771006001,643.63,26.04
TURBINE-1,1771006002,602.72,21.29
TURBINE-2,1771006002,681.52,23.76
TURBINE-1,1771006003,736.36,13.07
TURBINE-3,1771006003,611.09,29.02
TURBINE-4,1771006004,834.84,12.16
TURBINE-4,1771006004,692.19,19.66
TURBINE-4,1771006005,622.37,29.88
TURBINE-1,1771006005,813.52,22.56
TURBINE-2,1771006006,621.59,29.47
TURBINE-3,1771006006,696.67,13.92
TURBINE-1,1771006007,632.42,22.49
TURBINE-2,1771006007,628.07,20.59
TURBINE-4,1771006008,671.69,26.26
TURBINE-3,1771006008,930.27,50.04
TURBINE-2,1771006009,792.45,14.64
TURBINE-2,1771006009,618.55,22.22
TURBINE-3,1771006010,681.61,16.86
TURBINE-3,1771006010,624.55,21.83
TURBINE-5,1771006011,825.96,28.17
TURBINE-1,1771006012,812.28,22.19
TURBINE-1,1771006012,767.03,14.02
TURBINE-3,1771006013,695.02,14.11
TURBINE-2,1771006013,1012.69,66.32
TURBINE-1,1771006014,796.89,24.13
TURBINE-5,1771006014,613.82,25.92
TURBINE-5,1771006015,666.01,21.73
TURBINE-5,1771006015,839.12,22.45
TURBINE-1,1771006016,736.69,14.24
TURBINE-1,1771006016,608.67,20.77
TURBINE-1,1771006017,847.89,25.18
TURBINE-2,1771006017,706.86,13.04
TURBINE-1,1771006018,824.7,23.72
TURBINE-5,1771006018,1029.25,72.31
TURBINE-1,1771006019,730.98,23.29
TURBINE-4,1771006019,742.72,20.46
TURBINE-2,1771006020,815.13,16.44
TURBINE-3,1771006020,733.49,14.18
TURBINE-4,1771006021,753.04,17.47
TURBINE-1,1771006021,823.73,18.13
TURBINE-5,1771006022,734.47,19.67
TURBINE-3,1771006022,815.22,13.01
TURBINE-5,1771006023,846.5,16.71
TURBINE-5,1771006023,621.89,11.8
TURBINE-2,1771006024,840.65,11.55
TURBINE-2,1771006024,615.08,25.77
TURBINE-4,1771006025,796.59,26.79
TURBINE-4,1771006025,738.47,11.88
TURBINE-4,1771006026,667.45,22.38
TURBINE-4,1771006026,664.16,15.96
TURBINE-3,1771006027,834.79,19.4
TURBINE-3,1771006027,729.35,28.14
TURBINE-1,1771006028,733.92,14.75
TURBINE-1,1771006028,641.64,26.7
TURBINE-5,1771006029,787.52,21.49
TURBINE-1,1771006029,742.98,28.28
TURBINE-5,1771006030,953.9,69.45
TURBINE-5,1771006030,619.72,15.23
TURBINE-3,1771006031,752.39,28.71
TURBINE-2,1771006031,737.08,11.59
TURBINE-5,1771006032,724.85,19.73
TURBINE-3,1771006032,640.41,24.48
TURBINE-5,1771006033,752.89,13.62
TURBINE-5,1771006033,613.37,25.06
TURBINE-5,1771006034,773.97,15.91
TURBINE-2,1771006034,755.63,25.63
TURBINE-3,1771006035,758.38,27.65
TURBINE-3,1771006035,738.04,27.08
TURBINE-5,1771006036,793.82,15.38
TURBINE-2,1771006036,672.72,18.39
TURBINE-1,1771006037,1146.84,78.52
TURBINE-1,1771006037,608.08,20.17
TURBINE-3,1771006038,726.24,25.49
TURBINE-5,1771006038,694.75,11.6
TURBINE-1,1771006039,754.59,27.65
TURBINE-5,1771006039,691.56,28.56
